nome_politica;tipo_politica;ano;grande_area;area;subareas;orgaos;publico_alvo;publico_alvo_categ;publico_alvo_legislacao;medida_provisoria;medida_provisoria_inicio_vigencia;instrumento_legal;legislacao;vigencia_inicio;vigencia_fim;objetivos;observacoes;acao_orcamentaria_assoc
Programa Primeira Infância na Escola;Programa governamental;2022;Social;Educação;Educação;Ministério da Educação;Administração pública e servidores públicos;Administração e gestão pública;Sem especificação ;Não se aplica;Não se aplica;Portaria;357/2022;17 de maio de 2022;Não encontrado ;"Art. 3º São objetivos específicos do Programa Primeira Infância na Escola:

I - promover iniciativas, em regime de colaboração, que elevem a qualidade da educação infantil;

II - desenvolver sistemas de monitoramento e avaliação da melhoria da qualidade da educação infantil;

III - contribuir para a consecução das Metas 1 e 7 do PNE, de que trata o Anexo à Lei nº 13.005, de 2014;

IV - propor estratégias inovadoras de organização pedagógica para a educação infantil;

V - promover o diálogo com órgãos e entidades que tratam da educação infantil e da primeira infância, para compartilhar boas práticas nesta etapa;

VI - fornecer apoio técnico e financeiro às escolas públicas municipais e distritais de educação infantil, em especial às que atendem as populações mais vulneráveis;

VII - promover a formação de profissionais da educação infantil;

VIII - propor, em caráter complementar, programas de orientação e apoio às famílias, por meio da articulação das áreas de educação, saúde e assistência social, com foco no desenvolvimento integral das crianças de até 5 (cinco) anos de idade; e

IX - fortalecer o acompanhamento e o monitoramento do acesso e da permanência das crianças na educação infantil, em especial dos beneficiários de programas de transferência de renda, em colaboração com as famílias e com os órgãos públicos de assistência social, saúde e proteção à infância.";;
Programa Regional de Conformidade Tributária e Aduaneira da 7ª Região Fiscal;Programa governamental;2021;Desenvolvimento Econômico;Política Econômica;"Encargos Especiais;;;;";Ministério da Economia;Sistemas de arrecadação e de controle fiscal;Sistemas de arrecadação e de controle fiscal;Sem especificação ;Não se aplica;Não se aplica;Portaria;005/2021;18 de janeiro de 2021;Não encontrado ;"Art. 3º As ações de conformidade tributária e aduaneira serão executadas de forma impessoal e terão como focos:

I - Aproximar a atuação da RFB à data da ocorrência do fato gerador, priorizando as distorções relativas a fatos geradores ocorridos nos dois anos anteriores ao ano de elaboração do PRC;

II - Promover a mudança de comportamento do contribuinte selecionado, induzindo

a adequação voluntária à legislação tributária e aduaneira;

III - Aumentar a percepção de risco e a presença fiscal;

IV - Incentivar a autorregularização, oportunizando ao contribuinte orientações sobre o cumprimento de suas obrigações tributárias;

V - Criar canal de comunicação eficaz, rápido e simples para apoiar os procedimentos de autorregularização tributária e aduaneira;

VI - Reduzir a inadimplência e o litígio; e

VII - Aumentar a qualidade das informações prestadas pelos contribuintes.";;
Programa Regulariza+ ;Programa governamental;2021;Desenvolvimento Econômico;Política Econômica;"Encargos Especiais;;;;";Ministério da Economia;Sistemas de arrecadação e de controle fiscal;Sistemas de arrecadação e de controle fiscal;Sem especificação ;Não se aplica;Não se aplica;Portaria;2519/2021;02 de março de 2021;Não encontrado ;"Art. 3º Serão objeto do Programa as seguintes modalidades de regularização fundiária:

I - Reurb de Interesse Social (Reurb-S) - regularização fundiária aplicável aos núcleos urbanos informais ocupados predominantemente por população de baixa renda, assim declarados em ato do Poder Executivo municipal;

II - Reurb de Interesse Específico (Reurb-E) - regularização fundiária aplicável aos núcleos urbanos informais ocupados por população não qualificada na hipótese de que trata o inciso I deste artigo; e

III - Regularização fundiária de imóveis rurais sob gestão da SPU, em quaisquer das modalidades previstas na legislação.";;
Programa Rios + Limpos;Programa governamental;2021;Meio Ambiente;Meio Ambiente ;Gestão Ambiental;Ministério do Meio Ambiente;Populações e setores econômicos diretamente afetados por alterações no meio ambiente;Setores sociais e econônicos diretamente afetados por transformações no meio ambiente;Sem especificação ;Não se aplica;Não se aplica;Portaria;439/2021;16 de setembro de 2021;Não encontrado ;"Art. 2º O Programa Rios +Limpos tem como objetivos:

I - disponibilizar dados e informações sobre a qualidade das águas e efluentes, promovendo a melhoria contínua da gestão;

II - fomentar ações que promovam a despoluição dos rios e a melhoria da qualidade das águas;

III - incentivar a realização de ações de limpeza e coleta de lixo em rios, lagos, lagoas e praias fluviais;

IV - promover ações para fomentar a implementação de sistemas de tratamento descentralizado de efluentes em áreas não atendidas pelos sistemas tradicionais; e

V - fomentar ações que visem ao reúso de efluentes no país.";;
Programa SPU+ ;Programa governamental;2021;Administração;Administração pública;"Administração;;;;";Ministério da Economia;Administração pública e servidores públicos;Administração e gestão pública;Sem especificação ;Não se aplica;Não se aplica;Portaria;2517/2021;02 de março de 2021;Não encontrado ;"Art. 2º O Programa SPU+ terá como premissas a inovação, a modernização e a transformação da gestão e governança do patrimônio imobiliário da União, visando atingir os seguintes objetivos:

I - ampliar a integração da gestão do patrimônio da União com as diversas políticas setoriais do governo federal;

II - apoiar o crescimento econômico por intermédio da qualificação dos processos de destinação ou regularização de áreas para projetos de infraestrutura e projetos econômicos de interesse nacional;

III - aprimorar a base de dados sobre os bens da União para melhor aproveitamento do seu potencial;

IV - contribuir para a redução do tamanho do Estado e com o incremento de receitas, por intermédio da alienação dos imóveis inservíveis à administração pública federal;

V - ampliar a rentabilidade dos ativos imobiliários federais por intermédio do desenvolvimento de novos modelos de negócios, aperfeiçoamento e modernização dos instrumentos, preservando-se o interesse público nas destinações sociais;

VI - racionalizar o uso dos imóveis da Administração Pública Federal - APF e reduzir o gasto público com aluguéis e manutenção;

VII - modernizar os sistemas corporativos de apoio à gestão, com incorporação de tecnologias de informações geoespaciais para caracterização e cadastro dos imóveis federais;

VIII - qualificar o processo de avaliação patrimonial e contabilização dos ativos imobiliários no Balanço Geral da União - BGU;

IX - estabelecer política específica e Sistema Estruturador da gestão do patrimônio público, que propicie o aperfeiçoamento dos arranjos institucionais entre os diversos entes envolvidos;

X - promover a modernização, revisão e reordenamento do arcabouço legal que normatiza a gestão patrimonial;

XI - implementar mecanismos de gestão de riscos para apoio à tomada de decisões e controle da conformidade e integridade dos processos;

XII - promover a modernização institucional e fortalecer o modelo de governança, adequar a estrutura organizacional e o quadro de pessoal da SPU;

XIII - desburocratizar serviços e processos para melhoria da eficiência, ampliar a relação com a sociedade e a transparência dos atos de gestão.

XIV - maximizar o controle do uso e ocupação dos imóveis e das áreas públicas e contribuir para sustentabilidade ambiental; e

XV - ampliar a relação institucional com outros entes nas esferas estadual e municipal, visando a gestão compartilhada e o interesse comum na preservação dos bens públicos, sobretudo a preservação ambiental do litoral brasileiro.";;
Programa Startup Gov.br ;Programa governamental;2021;Administração;Administração pública;"Administração;;;;";Ministério da Economia;População em geral;Usuários de tecnologias da infomação e comunicação;Sem especificação ;Não se aplica;Não se aplica;Portaria;2496/2021;02 de março de 2021;Não encontrado ;;;
Política de Uso do Sistema Eletrônico de Informações Patrimoniais e de Conflito de Interesses - e-Patri;Programa governamental;2022;Administração;Administração Pública ;"Administração;;;;";Controladoria-Geral da União;Administração pública e servidores públicos;Administração e gestão pública;Sem especificação ;Não se aplica;Não se aplica;Portaria;010/2022;13 de maio de 2022;Não encontrado ;Art. 2º A Política de Uso de que trata esta Portaria Normativa tem por finalidade estabelecer as regras de uso do e-Patri para a apresentação das declarações de bens e de situações que possam gerar conflito de interesses, conforme o Decreto nº 10.571, de 9 de dezembro de 2020, que regulamenta o § 5º do art. 13 da Lei nº 8.112, de 11 de dezembro de 1990, o art. 13 da Lei nº 8.429, de 2 de junho de 1992, e o inciso I do art. 9º da Lei nº 12.813, de 16 de maio de 2013.;;
Programa Parque +.;Programa governamental;2021;Meio Ambiente;Meio Ambiente;Gestão Ambiental;Ministério do Meio Ambiente;População em geral;População em geral;Sem especificação ;Não se aplica;Não se aplica;Portaria;42/2021;02 de fevereiro de 2021;Não encontrado ;"Promover e fomentar a interligação de ecossistemas
e a gestão das paisagens no território brasileiro, estimulando a recreação, geração de emprego e renda
e conservação por meio da Rede Nacional de Trilhas
de Longo Curso e Conectividade (RedeTrilhas); Promover a acessibilidade nos destinos ecoturísticos (Acessibilidade); Promover a disponibilização de acesso gratuito à internet (wifi) para os visitantes das Unidades de Conservação (Projeto Conecta Parques). Promover e fomentar projetos de estruturação nas
Unidades de Conservação, desenvolvimento de atividades econômicas sustentáveis em UCs e seus
entornos e traçar diretrizes de apoio à visitação turística nesses espaços (Ecoturismo no Brasil).
";;
Política de Inovação do Observatório Nacional.;Política Nacional;2022;Social;Ciência e Tecnologia;Ciência e Teconologia;Ministério da Ciência, Tecnologia e Inovações;População em geral;População em geral;Sem especificação ;Não se aplica;Não se aplica;Portaria;118/2022;21 de março de 2022;Não encontrado ;"Art. 3º Cons?tuem-se em obje?vos da Polí?ca de Inovação do ON:
I - a atuação ins?tucional no ambiente produ?vo local, regional, nacional ou
internacional, contribuindo com o conhecimento básico e aplicado das pesquisas cienficas e
tecnológicos oriundas das áreas de Astronomia, Geo sica, e Metrologia de Tempo e
Frequência, ou por meio do desenvolvimento de novos instrumentos cienficos, de forma a
alavancar o desenvolvimento nacional, em parceria com profissionais de diferentes áreas e
atuando como um polo de ar?culação da pesquisa com o setor produ?vo;
II - o desenvolvimento de a?vidades indutoras de inovação tecnológica para
empresas, e a disseminação da cultura de inovação empreendedora, em ar?culação com osetor produ?vo e com outros Ins?tutos de Ciência e Tecnologia, em âmbito nacional e
internacional; e
III - apoio aos grupos de pesquisa em projetos relacionados às a?vidades de
inovação tecnológica, prospecção de mercado, propriedade intelectual e transferência de
tecnologia para novos produtos e processos desenvolvidos a par?r dos projetos de pesquisa,
desenvolvimento tecnológico e inovação no ON.";;
Política de Educação Financeira da Comissão de Valores Mobiliários;Política Nacional;2022;Desenvolvimento Econômico;Indústria e Comércio;Educação;Ministério da Economia;População em geral;População em geral;"3. Público-alvo

O nível de educação financeira no Brasil ainda é baixo [37] , o que afeta diretamente o bem-estar financeiro dos indivíduos, sendo sua ausência ainda mais crítica entre a parcela mais vulnerável e pobre da população, a qual enfrenta maiores riscos, volatilidade da renda e estresse financeiro.

O letramento financeiro vem sendo reconhecido como uma competência necessária no século XXI que os jovens precisam desenvolver a fim de atingir todo o seu potencial como adultos, principalmente diante da complexidade do mercado financeiro e do reconhecimento de que a falta dele é um dos fatores que contribui para decisões financeiras com repercussões negativas na vida das pessoas e da sociedade.

Para exercer de forma efetiva o seu mandato de estimular a cultura da formação de poupança e sua aplicação em valores mobiliários (investimento), é preciso que a autarquia atue de forma longitudinal (desde a primeira infância [38] até a terceira idade) e tempestiva (durante os ciclos da vida) [39] .

Diante disso, para viabilizar que os investidores (presentes e potenciais) tenham plenas condições de avaliar informações, assumir riscos, investir recursos próprios para objetivos de diferentes horizontes de tempo e lidar com choques do mercado, as ações educacionais da CVM poderão impactar:

a) população em geral, com especial atenção aos investidores pessoas físicas (por serem diretamente impactados pelas atividades da CVM), às crianças e jovens [40] (a fim de formar futuros investidores informados e responsáveis); e

b) população vulnerável do ponto de vista socioeconômico [41] , sem prejuízo de ações destinadas a outros nichos da população que a CVM entenda precisarem de atenção especial.";Não se aplica;Não se aplica;Portaria;91/2022;06 de julho de 2022;Não encontrado ;;;
Plano Amazônia 2021/2022, e dá outras providências;Plano Nacional;2021;Meio Ambiente;Meio Ambiente;Gestão Ambiental;Presidência da República;População em geral;População em geral;Sem especificação ;Não se aplica;Não se aplica;Resolução;003/2021;09 de abril de 2021;Não encontrado ;;;
"Política de Voluntariado da Fundação Escola Nacional de Administração Pública, denominada ""Amigos da Enap""";Política Nacional;2022;Administração;Administração Públcia;"Administração;;;;";"Ministério da Economia; Fundação Escola Nacional de Administração Pública";Administração pública e servidores públicos;Administração e gestão pública;Sem especificação ;Não se aplica;Não se aplica;Resolução;13/2022;10 de junho de 2022;Não encontrado ;"§ 1º A Política de Voluntariado da Enap será denominada ""Amigos da Enap"" e terá o objetivo de aperfeiçoar a sua capacidade institucional de promover, elaborar e executar programas de capacitação de recursos humanos para a administração pública federal.";;
Programa de Apoio ao Processo de Internacionalização de Instituições de Ensino e de Pesquisa Brasileiras - PAPRI.;Programa governamental;2022;Social;Educação;Educação;"Ministério da Educação; Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";Instituiçoes de pesquisa e inovação;Instituiçoes de pesquisa e inovação;Art 6º Podem participar do Programa para a Incorporação e Desenvolvimento de Processos de Internacionalização - PIDP, instituições que tiverem PPGs com nota igual a 4 no nível de doutorado, segundo a última Avaliação Quadrienal da CAPES, e até 01 PPG com nota igual a 5. ;Não se aplica;Não se aplica;Portaria;127/2022;01 de julho de 2022;Não encontrado ;"Art. 3º São objetivos do Programa de Apoio ao Processo de Internacionalização de Instituições de Ensino e de Pesquisa Brasileiras - PAPRI:

I - Fomentar a construção, a implementação e a consolidação de planos estratégicos de internacionalização nas áreas do conhecimento por elas priorizadas;

II - Estimular a incorporação de padrões internacionais de excelência em ensino, pesquisa e extensão e sua integração nas rotinas básicas da IES, visando sua assertividade institucional no cenário global.

III - Estimular a formação de redes de pesquisas internacionais com vistas a aprimorar a qualidade da produção acadêmica vinculadas à pós-graduação;

IV - Promover a mobilidade de docentes e discentes, com ênfase em doutorandos, pós-doutorandos e docentes para o exterior e do exterior para o Brasil, vinculados a programas de pós-graduação stricto sensu com cooperação internacional.

V - Promover a inserção das instituições participantes em um ambiente internacional.";;
Programa de Certificação de Boas Práticas em Atenção à Saúde de Operadoras de Planos Privados de Assistência à Saúde ;Programa governamental;2022;Social;Saúde;Saúde;"Ministério da Saúde; Agência Nacional de Saúde Suplementar";População em geral;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Sem especificação ;Não se aplica;Não se aplica;Resolução;506/2022;30 de março de 2022;Não encontrado ;"Art. 2º O PCBP possui o objetivo de induzir a melhoria, no setor suplementar de saúde:

I - do acesso à rede prestadora de serviços de saúde;

II - da qualidade da atenção à saúde; e

III - da experiência do beneficiário.";;
Programa de Monitoramento da Qualidade do Biodiesel - PMQBio ;Programa governamental;2021;Meio Ambiente;Meio Ambiente;Gestão Ambiental;"Ministério de Minas e Energia; Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";Cadeias produtivas de setores econômicas incentivados e/ou regulados;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Sem especificação ;Não se aplica;Não se aplica;Resolução;860/2021;06 de dezembro de 2021;Não encontrado ;;;
Programa de Operações Especiais de Proteção Etnoambiental e Territorial - Proepet;Programa governamental;2022;Meio Ambiente;Meio Ambiente ;Gestão Ambiental;"Ministério da Justiça e Segurança Pública; Fundação Nacional do Índio";Populações e setores econômicos diretamente afetados por alterações no meio ambiente;Povos indígenas ;Sem especificação ;Não se aplica;Não se aplica;Portaria;466/2021;19 de janeiro de 2022;Não encontrado ;"Art. 1º Instituir o Programa de Operações Especiais de Proteção Etnoambiental e Territorial - Proepet, no âmbito da Fundação Nacional do Índio - Funai.

Parágrafo único. O objetivo do Programa é responder às situações de urgência e emergência que visem à proteção etnoambiental e territorial de povos indígenas.";;
Programa de Serviço Voluntário do Instituto Brasileiro de Museus;Programa governamental;2021;Social;Cultura;"Cultura;;;;";"Ministério do Turismo; Instituto Brasileiro de Museus";População em geral;População em geral;Sem especificação ;Não se aplica;Não se aplica;Portaria;636/2021;01 de setembro de 2021;Não encontrado ;;;
Política de Inovação do Laboratório Nacional de Computação Científica - LNCC;Política Nacional;2021;Social ;Ciência e Tecnologia;Ciência, Tecnologia ;Ministério da Ciência, Tecnologia e Inovações;Instituiçoes de pesquisa e inovação;Instituiçoes de pesquisa e inovação;Sem especificação ;Não se aplica;Não se aplica;Portaria;168/2021;21 de outubro de 2021;Não encontrado ;"Art. 3º. Constituem-se em objetivos da Política de Inovação do LNCC:

I - Atuação institucional no ambiente produtivo local, regional, nacional e internacional, contribuindo com o conhecimento básico e aplicado das pesquisas científicas e tecnológicas nas áreas de métodos matemáticos e computacionais e de modelagem computacional, de forma a alavancar o desenvolvimento nacional, em parceria com profissionais de diferentes áreas e atuando como um polo de articulação da pesquisa com o setor produtivo;

II - Desenvolvimento de atividades indutoras de inovação tecnológica para empresas, e a disseminação da cultura de inovação empreendedora, em articulação com o setor produtivo e outros Institutos de Ciência e Tecnologia - ICTs, em âmbito nacional e internacional;

III - Apoio aos grupos de pesquisa em projetos relacionados às atividades de inovação tecnológica, prospecção de mercado, propriedade intelectual e transferência de tecnologia para novos produtos e processos, desenvolvidos a partir dos projetos de pesquisa, de desenvolvimento tecnológico e de inovação no LNCC.";;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
