nome_politica;tipo_politica;ano;grande_area;area;subareas;orgaos;publico_alvo;publico_alvo_categ;publico_alvo_legislacao;medida_provisoria;medida_provisoria_inicio_vigencia;instrumento_legal;legislacao;vigencia_inicio;vigencia_fim;objetivos;observacoes;acao_orcamentaria_assoc
Programa de Atenção Integral a Usuários de Álcool e outras Drogas;Programa governamental;2004;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Sistema de Sa�de;Pessoas afetadas por doenças;Art. 5º A Fase 1 do PMAQ-AB é denominada Adesão e Contratualização. § 1º Na Fase 1, todas as equipes de saúde da atenção básica, incluindo as equipes de saúde bucal e Núcleos de Apoio ao Saúde da Família, independente do modelo pelo qual se organizam, poderão aderir ao PMAQ-AB, desde que se encontrem em conformidade com os princípios da atenção básica e com os critérios a serem definidos no Manual Instrutivo do PMAQ-AB. ;Não se aplica;Não se aplica;Portaria;2197/2004;14 de outubro de 2004;Não encontrado;"Art. 5º  O componente de atenção hospitalar de referência, objeto do inciso III, do artigo 2º desta Portaria, define que os Serviços Hospitalares de Referência para a Atenção Integral aos Usuários de Álcool e outras Drogas - SHR-ad serão instalados em Hospitais Gerais, e têm como objetivos: I - compor rede de atenção integral a usuários de álcool e outras drogas, participando do sistema de organização e regulação das demandas e fluxos assistenciais, em área geográfica definida, respeitando as atribuições e competências das instâncias do SUS para a sua implantação e gerenciamento; II - compor, na rede assistencial, e em sua estrutura de atendimento hospitalar de urgência e emergência, a rede hospitalar de retaguarda aos usuários de álcool e outras drogas; III - atuar respeitando as premissas do SUS e a lógica territorial, salvo em casos de ausência de recursos assistenciais similares, onde a clientela atendida poderá ultrapassar os limites territoriais previstos para a abrangência do serviço; IV - dar suporte à demanda assistencial caracterizada por situações de urgência/emergência que sejam decorrentes do consumo ou abstinência de álcool e/ou outras drogas, advindas da rede dos Centros de Atenção Psicossocial para a Atenção a Usuários de Álcool e outras Drogas (CAPSad), da rede básica de cuidados em saúde (Programa Saúde da Família, e Unidades Básicas de Saúde), e de serviços ambulatoriais especializados e não-especializados; V - oferecer suporte hospitalar, por meio de internações de curta duração para usuários de álcool e/ou outras drogas, em situações assistenciais para as quais os recursos extra-hospitalares disponíveis não tenham obtido a devida resolutividade, ou ainda em casos de necessidade imediata de intervenção em ambiente hospitalar, sempre respeitadas as determinações da Lei nº 10.216, e sempre acolhendo os pacientes em regime de curtíssima e curta permanência; VI - oferecer, nas situações descritas nos incisos III e IV, do artigo 2° desta Portaria, abordagem, suporte e encaminhamento adequado aos usuários que, mediante avaliação geral, evidenciarem indicativos de ocorrência de comorbidades de ordem clínica e/ou psíquica; e VII - evitar a internação de usuários de álcool e outras drogas em hospitais psiquiátricos. ";"https://bvsms.saude.gov.br/bvs/saudelegis/gm/2004/prt2197_14_10_2004.html; A PT faz referência aos seguintes componentes do Programa: I - componente da atenção básica; II - componente da atenção nos CAPS-AD, ambulatórios e outras unidades extra-hospitalares especializadas; III - componente da atenção hospitalar de referência; e IV - componente da rede de suporte social (associações de ajuda mútua e entidades da sociedade civil), complementar à rede de serviços disponibilizados pelo SUS. Contudo, são descritos objetivos apenas para o componente III - componente da atenção hospitalar de referência. ";Ação 20B0 para implantação dos CAPS (2008-2018) e 8585 (MAC) para custeio
Programa de Atendimento aos Desnutridos e às Gestantes em Risco Nutricional (Programa Leite é Saúde);Programa governamental;1997;Social;Segurança Alimentar;"Saúde;;;;";Ministério da Saúde;Empres�rios dos setores urbanos e rurais;Crianças e Idosos;Sem especificação;Não se aplica;Não se aplica;Portaria;1317/1997;15 de setembro de 1997;Não encontrado;#N/A;#N/A;#N/A
Programa de Combate às Carências Nutricionais (PCCN);Programa governamental;1998;Social;Segurança Alimentar;"Saúde;;;;";Ministério da Saúde;Outros;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência);§ 1º São beneficiárias do PNMPO as pessoas físicas e jurídicas empreendedoras de atividades produtivas de pequeno porte, a serem definidas em regulamento, especificamente para fins do PNMPO. (Revogado pela Lei nº 13.636, de 2018) § 1º São beneficiárias do PNMPO pessoas naturais e jurídicas empreendedoras de atividades produtivas urbanas e rurais, apresentadas de forma individual ou coletiva. (Redação dada pela  Lei nº 13.636, de 2018);Não se aplica;Não se aplica;Portaria;2409/1998;23 de março de 1998;Não encontrado;Art.I°Estabelecer como prioridade o fortalecimento e consolidação de ações de combate às carências nutricionais específicas,considerando ogmpode maior vulnerabilidade à desnutrição energético-protéica(DEP)e às deficiências de ferro e vitamina A.;#N/A;#N/A
Programa de Controle de Pênfigo Foliáceo Endêmico;Programa governamental;1991;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Institui�oes de pesquisa e inova��o;Pessoas afetadas por doenças;"Art. 8º As plataformas do conhecimento serão integradas por, no mínimo, os seguintes atores:

I - equipe de pesquisadores, brasileiros ou estrangeiros, coordenada por pesquisador de reconhecida capacidade científica, vinculada a instituição de pesquisa científica e tecnológica pública ou privada, com equipe principal de pesquisa sediada em localidade específica do território nacional;

II - instituição de pesquisa científica e tecnológica, pública ou privada, com estrutura laboratorial preexistente ou com disposição para constituí-la, observado, conforme o caso, o disposto no art. 5º do Decreto nº 5.563, de 11 de outubro de 2005 ; e

III - empresa constituída sob as leis brasileiras e que tenham sua sede e administração no País.";Não se aplica;Não se aplica;Portaria;1400/1991;14 de agosto de 1991;Não encontrado;#N/A;https://bvsms.saude.gov.br/bvs/saudelegis/gm/2017/MatrizesConsolidacao/comum/9109.html. Portaria nº 1400/GM/MS, de 14 de agosto de 1991. [Art. 1º] Expedir as novas instruções normativas para diagnóstico, tratamento e controle do Pênfigo Foliáceo Endêmico (fogo selvagem), para o efeito de substituir integralmente os termos anteriores da Portaria de n° 03 de 28 de novembro de 1989. [Art. 2º] Esta Portaria entrará em vigor na data de sua Publicação, revogadas as disposições em contrário.;#N/A
Programa de Desenvolvimento da Agricultura Orgânica (PRO-ORGÂNICO);Programa governamental;2004;Desenvolvimento Econômico;Agropecuária e Agrária;"Agricultura;;;;";Ministério da Agricultura, Pecuária e Abastecimento;Trabalhadores Rurais;Trabalhadores Rurais;Sem especificação;Não se aplica;Não se aplica;Portaria;158/2004;8 de julho de 2004 ;Não encontrado;Art. 1o Determinar que o Programa de Desenvolvimento da Agricultura Orgânica - PRO-ORGÂNICO, nos assuntos relativos à sua execução, seja assessorado pela Comissão Nacional da Produção Orgânica - CNPOrg e pelas Comissões da Produção Orgânica nas Unidades da Federação - CPOrg-UF.;#N/A;NA
Programa de Desinstitucionalização integrante do componente Estratégias de Desinstitucionalização da Rede de Atenção Psicossocial (RAPS);Programa governamental;2014;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Popula��o em geral;Pessoas afetadas por doenças;Toda a população;Não se aplica;Não se aplica;Portaria;2840/2014;30 de dezembro de 2014;Não encontrado;"Art. 3º O <Programa> de Desinstitucionalização tem como objetivos:
I - apoiar e desenvolver ações de desinstitucionalização de pessoas com sofrimento ou transtorno mental e com necessidades decorrentes do uso de crack, álcool e outras drogas em situação de internação de longa permanência em hospitais psiquiátricos no âmbito do SUS; e
II - apoiar e desenvolver ações e estratégias nos processos de reabilitação psicossocial no território das pessoas desinstitucionalizadas, favorecendo-se os percursos de produção de autonomia e da contratualidade social, de forma a garantir seus direitos e a efetiva participação e inclusão social, fortalecendo a RAPS.";#N/A;Programa com ação orçamentária associada
Programa de Educação Fiscal Virtual para crianças e adolescentes ;Programa governamental;2002;Social;Educação;"Educação;;;;";Secretaria Especial da Receita Federal do Brasil;Popula��o em geral;Crianças e Idosos;Toda a população;Não se aplica;Não se aplica;Portaria;1210/2002;22 de outubro de 2002;Não encontrado;"Art. 1º Instituir, no âmbito do Programa Nacional de Educação Fiscal (PNAF), o Programa de Educação Fiscal Virtual, disponível na página da Secretaria da Receita Federal na Internet, no endereço http://www.receita.fazenda.gov.br, com os seguintes objetivos:
I - oferecer a crianças e adolescentes, em linguagem acessível, informações sobre a natureza dos tributos e dos gastos públicos;
II - disponibilizar, para pais e educadores, material de pesquisa sobre tributos e gastos públicos; e
III - estimular a cidadania fiscal.";#N/A;Programa sem ação orçamentária associada
Programa de Educação para Diabéticos;Programa governamental;2007;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Popula��o em situa��o de vulnerabilidade social;Sistema de Saúde;Populações urbanas e rurais em situação de vulnerabilidade e risco social, idade de 14 (quatorze) a 59 (cinquenta e nove) anos, com prioridade para usuários de programas de transferência de renda e serviços, programa, projetos e benefícios socioassistenciais;Não se aplica;Não se aplica;Portaria;2583/2007;10 de outubro de 2007;Não encontrado;#N/A;"https://bvsms.saude.gov.br/bvs/saudelegis/gm/2007/prt2583_10_10_2007.html; http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/lei/l11347.htm";#N/A
Programa de Educação pelo Trabalho para a Saúde (PET Saúde);Programa governamental;2010;Social;Saúde;"Saúde;Educação;;;";"Ministério da Saúde; Ministério da Educação";Administra��o p�blica e servidores p�blicos;Estudantes e Professores;Art. 1o O Poder Executivo poderá qualificar como organizações sociais pessoas jurídicas de direito privado, sem fins lucrativos, cujas atividades sejam dirigidas ao ensino, à pesquisa científica, ao desenvolvimento tecnológico, à proteção e preservação do meio ambiente, à cultura e à saúde, atendidos aos requisitos previstos nesta Lei.;Não se aplica;Não se aplica;Portaria;421/2010;3 de março de 2010;Não encontrado;Art. 1º Instituir, no âmbito dos Ministérios da Saúde e da Educação, o Programa de Educação pelo Trabalho para a Saúde (PET Saúde), destinado a fomentar grupos de aprendizagem tutorial em áreas estratégicas para o Sistema Único de Saúde (SUS).;#N/A;Programa sem ação orçamentária associada
Programa de Equilíbrio Trabalho-Família;Programa governamental;2020;Social;Direitos Humanos;"Direitos da Cidadania;Trabalho;;;";Ministério da Mulher, da Família e dos Direitos Humanos;Sistema de Sa�de;População em situação de vulnerabilidade social;Sistema Único de Saúde;Não se aplica;Não se aplica;Portaria;2904/2020;1 de dezembro de 2020;Não encontrado;"Art.1º Fica instituído o Programa de Equilíbrio Trabalho-Família, destinado a fomentar o equilíbrio entre responsabilidades familiares e profissionais no Brasil.
Parágrafo único. Para fins desta Portaria, considera-se equilíbrio trabalho-família a situação na qual é possível ao indivíduo realizar as expectativas relacionadas tanto ao seu papel de profissional quanto de membro participativo de uma família, sendo essas expectativas negociadas e compartilhadas com seus parceiros nos domínios do trabalho e da família.";#N/A;NA
Programa de Erradicação do Trabalho Infantil (PETI);Programa governamental;2001;Social;Assistência Social;"Assistência Social;;;;";Ministério do Desenvolvimento Social e Combate à Fome;Pessoas afetadas por doen�as;Crianças e Idosos;Sem especificação;Não se aplica;Não se aplica;Portaria;458/2001;4 de outubro de 2001;Não encontrado;"Art 1º - Estabelecer Diretrizes e Normas do Programa de Erradicação do Trabalho Infantil - PETI, conforme
exposto no Anexo I desta Portaria,";http://www.mds.gov.br/webarquivos/legislacao/assistencia_social/portarias/2001/Portaria%20no%20458-%20de%2004%20de%20outubro%20de%202001.pdf;#N/A
Programa de Fomento às Escolas de Ensino Médio em Tempo Integral (EMTI);Programa governamental;2016;Social;Educação;"Educação;;;;";Ministério da Educação;Sistema de Sa�de;Estudantes e Professores;Sistema Único de Saúde;Não se aplica;Não se aplica;Portaria;1145/2016;10 de outubro de 2016;Não encontrado;Art. 2o O Programa tem como objetivo geral apoiar a ampliação da oferta de educação em tempo integral no Ensino Médio nos estados e Distrito Federal, de acordo com os critérios estabelecidos nesta Portaria, por meio da transferência de recursos para as Secretarias Estuduais de Educação - SEE que participarem do Programa.;#N/A;NA
Programa de Formação de Profissional de Nível Médio para a Saúde (PROFAPS);Programa governamental;2009;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Cadeias produtivas de setores econ�micas incentivados e/ou regulados;Sistema de Saúde;Insumos energéticos;Não se aplica;Não se aplica;Portaria;3189/2009;18 de dezembro de 2009;Não encontrado;#N/A;https://bvsms.saude.gov.br/bvs/saudelegis/gm/2009/prt3189_18_12_2009.html;Ação 20YD
Programa de Governo Eletrônico - Serviço de Atendimento ao Cidadão (GESAC);Programa governamental;2002;Administração;Administração Pública;"Administração;;;;";Ministério das Comunicações;Sistema de Sa�de;População em geral;hospitais universitários federais;Não se aplica;Não se aplica;Portaria;256/2002;13 de março de 2002;Não encontrado;Art. 1º Definir o Programa GESAC - Governo Eletrônico - Serviço de Atendimento ao Cidadão, que trata da Universalização do Acesso à Internet, com o objetivo de disseminar meios que permitam a universalização do acesso às informações e serviços do governo, por meio eletrônico.;#N/A;#N/A
Programa de Hipertensão e Diabetes (Hiperdia);Programa governamental;2007;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Estudantes e Professores;Pessoas afetadas por doenças;Rede Escolar Pública de Educação Infantil;Não se aplica;Não se aplica;Portaria;2583/2007;20 de fevereiro de 2001;Não encontrado;#N/A;"https://bvsms.saude.gov.br/bvs/saudelegis/gm/2007/prt2583_10_10_2007.html; https://www.petropolis.rj.gov.br/ssa/index.php/acoes-e-programas-top/programa-hiperdia.html; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2001/prt0235_20_02_2001.html; ";#N/A
Programa de Humanização no Pré-natal e Nascimento;Programa governamental;2000;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Popula��o em situa��o de vulnerabilidade social;Gestantes, puérperas e recém-nascidos;"Art. 2o A partir do exercício de 2001, a União apoiará programas de garantia de renda mínima associados a ações socioeducativas, que preencham, cumulativamente, os seguintes requisitos:
I - sejam instituídos por lei municipal, compatível com o termo de adesão referido no inciso I do art. 5o;
II - tenham como beneficiárias as famílias residentes no Município, com renda familiar per capita inferior ao valor fixado nacionalmente em ato do Poder Executivo para cada exercício e que possuam sob sua responsabilidade crianças com idade entre seis e quinze anos, matriculadas em estabelecimentos de ensino fundamental regular, com freqüência escolar igual ou superior a oitenta e cinco por cento;
III - incluam iniciativas que, diretamente ou em parceria com instituições da comunidade, incentivem e viabilizem a permanência das crianças beneficiárias na rede escolar, por meio de ações socioeducativas de apoio aos trabalhos escolares, de alimentação e de práticas desportivas e culturais em horário complementar ao das aulas; e
IV - submetam-se ao acompanhamento de um conselho de controle social, designado ou constituído para tal finalidade, composto por representantes do poder público e da sociedade civil, observado o disposto no art. 8o.";Não se aplica;Não se aplica;Portaria;569/2000;01 de junho de 2000;Não encontrado;Art. 1º Instituir o Programa de Humanização no Pré-natal e Nascimento, no âmbito do Sistema Único de Saúde;https://bvsms.saude.gov.br/bvs/saudelegis/gm/2000/prt0569_01_06_2000.html;"Ações 8577 - PAB Fixo (2005 a 2017) e 20AD - PAB Variável (2008 a 2017); ação 219A - PO 0001 e 0005 (2018 em diante) e AÇÃO 8585"
Programa de Integridade da Casa Civil;Programa governamental;2018;Administração;Administração Pública;"Administração;;;;";Casa Civil da Presidência da República;Gestantes, pu�rperas e rec�m-nascidos;Administração pública e servidores públicos;Art. 3o  Serão beneficiados com o Programa as pessoas referidas no art. 2o, em risco nutricional, pertencentes a famílias com renda per capita inferior ao valor fixado nacionalmente em ato do Poder Executivo, para cada exercício financeiro.;Não se aplica;Não se aplica;Portaria;1276/2018;29 de novembro de 2018;Não encontrado;"Art. 1º Fica instituído o Programa de Integridade da Casa Civil da Presidência da
República, com os objetivos de:
I - adotar as melhores práticas para manter, em processo de constante melhoria e
fortalecimento, ambiente institucional pautado pela ética e probidade;
II - estimular o comportamento íntegro no âmbito da Casa Civil da Presidência da
República; e
III - promover a adoção de medidas e ações institucionais destinadas à prevenção,
à detecção, à punição e à remediação de desvios éticos, ilícitos administrativos, atos de fraude
e de corrupção.";#N/A;#N/A
Programa de Mamografia Móvel;Programa governamental;2012;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Administra��o p�blica e servidores p�blicos;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência);§ 1º O Pró-Saúde contemplará os cursos de graduação das profissões que integram a estratégia denominada Programa de Saúde da Família.;Não se aplica;Não se aplica;Portaria;2304/2012;05 de outubro de 2012;Não encontrado;"Art. 3º O Programa de Mamografia Móvel tem os seguintes objetivos:

I - articular ações que visem ao aumento da cobertura mamográfica em todo território nacional, prioritariamente em favor das mulheres na faixa etária elegível, entre cinquenta e sessenta e nove anos de idade, para o rastreamento do câncer de mama;

II - desenvolver ações coordenadas que visem à garantia do fornecimento regular do exame mamográfico às mulheres na faixa etária elegível para o rastreamento do câncer de mama, bienalmente;

III - fortalecer ações de prevenção secundária para o câncer de mama, com favorecimento para o seu diagnóstico precoce e o encaminhamento em tempo adequado para a confirmação diagnóstica e o tratamento especializado; e

IV - prestar ações de fortalecimento do desenvolvimento regional da rede de atendimento à população nos três níveis de atenção à saúde.";#N/A;Programa sem ação orçamentária associada
Programa de Melhoria do Acesso e Qualidade dos Centros de Especialidades Odontológicas (PMAQ-CEO);Programa governamental;2015;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Sistema de Seguran�a P�blica;Sistema de Saúde;Sistemas de Aviação Civil;Não se aplica;Não se aplica;Portaria;1599/2015;21 de fevereiro de 2013;Não encontrado;Art. 2º O PMAQ-CEO tem como objetivo induzir a ampliação do acesso e a melhoria da qualidade nos Centros de Especialidades Odontológicas (CEO), com garantia de um padrão de qualidade comparável nacional, regional e localmente, de maneira a permitir maior transparência e efetividade das ações governamentais direcionadas à atenção especializada em saúde bucal.;"https://bvsms.saude.gov.br/bvs/saudelegis/gm/2015/prt1599_30_09_2015.html; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2013/prt0261_21_02_2013.html";Ação 8730 e ação 219A - PO 0003
Programa de Multiplicadores em Gestão de Pessoas;Programa governamental;2011;Social;Administração Pública;"Administração;;;;";Secretaria de Recursos Humanos;Pessoas afetadas por doen�as;Administração pública e servidores públicos;Usuários de serviços de saúde públicos e privados;Não se aplica;Não se aplica;Portaria;102/2011;14 de janeiro de 2011;Não encontrado;"Art. 2º O Programa de Multiplicadores em Gestão de Pessoas tem as seguintes finalidades: I – atender, de forma ágil e com otimização de recursos, as demandas de capacitação e desenvolvimento de competências requeridas ao pleno desempenho nas ferramentas e processos de gestão de pessoas; II – valorizar e disseminar o conhecimento e as experiências dos servidores; III – estimular o compartilhamento de conhecimento; IV – apoiar as iniciativas de capacitação promovidas pelas instituições mediante a integração de conhecimentos, habilidades e atitudes de servidores públicos federais. V – formar instrutores em gestão de pessoas capazes de atender à demanda de capacitação operacional dos servidores da administração pública federal.";#N/A;Programa sem ação orçamentária associada
Programa de Necessidades da Estrutura Física Mínima dos Polos da Academia da Saúde;Programa governamental;2016;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Popula��o em geral;População em geral;Sem especificação;Não se aplica;Não se aplica;Portaria;1707/2016;23 de setembro de 2016;Não encontrado;#N/A;https://bvsms.saude.gov.br/bvs/saudelegis/gm/2016/prt1707_23_09_2016.html;#N/A
Programa de Qualificação das Ações de Vigilância em Saúde (PQA-VS);Programa governamental;2013;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Sistema de Seguran�a P�blica;População em geral;"Art. 4o  São focos prioritários dos programas, projetos e ações que compõem o Pronasci:
I - foco etário: população juvenil de 15 (quinze) a 29 (vinte e nove) anos;
II - foco social: jovens e adolescentes, em situação de risco social, e egressos do sistema prisional e famílias expostas à violência urbana; e
III - foco territorial: regiões metropolitanas e aglomerados urbanos que apresentem altos índices de homicídios e de crimes violentos.

I - foco etário: população juvenil de 15 (quinze) a 24 (vinte e quatro) anos; (Redação dada pela Lei nº 11.707, de 2008)
II - foco social: jovens e adolescentes egressos do sistema prisional ou em situação de moradores de rua, famílias expostas à violência urbana, vítimas da criminalidade e mulheres em situação de violência; (Redação dada pela Lei nº 11.707, de 2008)
III - foco territorial: regiões metropolitanas e aglomerados urbanos que apresentem altos índices de homicídios e de crimes violentos; e (Redação dada pela Lei nº 11.707, de 2008)
IV - foco repressivo: combate ao crime organizado.(Redação dada pela Lei nº 11.707, de 2008)";Não se aplica;Não se aplica;Portaria;1708/2013;16 de agosto de 2013;Não encontrado;Art. 2º O PQA-VS tem como objetivo induzir o aperfeiçoamento das ações de vigilância em saúde nos âmbitos estadual, distrital e municipal e é composto por Fase de Adesão e Fase de Avaliação.;https://bvsms.saude.gov.br/bvs/saudelegis/gm/2013/prt1708_16_08_2013.html;Programa com ação orçamentária associada
Programa de Qualificação e Estruturação da Gestão do Trabalho e da Educação no SUS (ProgeSUS);Programa governamental;2006;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Popula��o em geral;Administração pública e servidores públicos;Sem especificação;Não se aplica;Não se aplica;Portaria;2261/2006;29 de junho de 2006;Não encontrado;Art. 1º Instituir o Programa de Qualificação e Estruturação da Gestão do Trabalho e da Educação no SUS (ProgeSUS), para colaborar técnica e financeiramente com a execução de projetos voltados ao fortalecimento dos Setores de Gestão do Trabalho e da Educação na Saúde de Secretarias de Saúde de Estados, do Distrito Federal e de Municípios.;"O Programa foi instituido pela Portaria 1404 de 29 de junho de 2006: https://bvsms.saude.gov.br/bvs/saudelegis/gm/2006/prt1404_29_06_2006_comp.html; sendo posteriormente revogada pela Portaria 2261/2006: https://bvsms.saude.gov.br/bvs/saudelegis/gm/2006/prt2261_22_09_2006_rep_comp.html";Programa com ação orçamentária associada
Programa de Qualificação Internacional em Turismo e Hospitalidade.;Programa governamental;2017;Desenvolvimento Econômico;Turismo, Desporto e Lazer;"Turismo;Comércio e Serviços;;;";Ministério do Turismo;Crian�as e Idosos;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Art. 2º Parágrafo único. O público a ser atendido serão as crianças entre 6 (seis) e 24 (vinte e quatro) meses de idade, gestantes e mulheres até o 3º mês pós-parto e pós-aborto, que deverão ser suplementadas de forma profilática e universal, observando-se o Manual de Condutas Gerais do Programa Nacional de Suplementação de Ferro, definido pela Coordenação-Geral de Alimentação e Nutrição (CGAN/DAB/SAS/MS), disponível no sítio eletrônico http://dab.saude. gov. br/ portaldab/ biblioteca. php? conteudo= publicacoes/ manual_ f erro2013.;Não se aplica;Não se aplica;Portaria;ago/17;09 de janeiro de 2017;Não encontrado;"Art. 2º São objetivos do Programa de Qualificação Internacional em Turismo e Hospitalidade:

I - promover, por meio da concessão de bolsas de estudos, a capacitação de estudantes brasileiros em técnicas de turismo, hospitalidade e habilidades linguísticas, conferindo-lhes a oportunidade de novas experiências educacionais e profissionais voltadas para a qualidade, o empreendedorismo, a competitividade e a inovação na área de turismo e hospitalidade;

II - ampliar a participação e a mobilidade internacional de estudantes brasileiros de cursos técnicos e de graduação, para o desenvolvimento de estudos, treinamentos e capacitação em instituições de excelência no exterior;

III - promover a cooperação internacional na área de turismo e hospitalidade;
IV - contribuir para o processo de internacionalização das instituições de ensino superior e dos centros de pesquisa brasileiros; e

V - contribuir para o aumento da competitividade do trade turístico brasileiro.";#N/A;Programa com ação orçamentária associada
Programa de Regionalização do Turismo;Programa governamental;2013;Desenvolvimento Econômico;Turismo, Desporto e Lazer;"Turismo;Comércio e Serviços;Desenvolvimento Regional e Territorial;;";Ministério do Turismo;Crian�as e Idosos;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Art. 1º  Instituir o Programa Nacional de Suplementação de Vitamina A, destinado a prevenir e/ou controlar essa deficiência nutricional mediante a suplementação com megadoses de vitamina A, em crianças de seis a cinqüenta e nove meses de idade e puérperas no pós-parto imediato, pertencentes à Região Nordeste, ao Vale do Jequitinhonha em Minas Gerais e ao Vale do Ribeira em São Paulo.;Não se aplica;Não se aplica;Portaria;16/2013;20 de maio de 2013;Não encontrado;"Art. 2º São objetivos do Programa de Regionalização do Turismo:

I – mobilizar e articular os programas e ações no âmbito do Ministério do Turismo, de outros órgãos públicos e das agências de fomento nacionais e multilaterais, para a abordagem territorial e a gestão descentralizada do turismo;

II – estabelecer critérios e parâmetros para a definição e categorização dos municípios e das regiões turísticas, de modo a gerar indicadores de processos, resultados e de desempenho como ferramentas de apoio à tomada de decisão técnica e política;

III – promover a integração e o fortalecimento das instâncias colegiadas nos estados, regiões e municípios;

IV – incentivar e apoiar a formulação e a gestão de planos turísticos estaduais, regionais e municipais, com o protagonismo da cadeia produtiva, adotando visão integradora de espaços, agentes, mercados e políticas públicas;

V – prover os meios para qualificar os profissionais e serviços, bem como incrementar a produção associada nas regiões e municípios turísticos;

VI – fomentar o empreendedorismo nos estados, regiões e municípios turísticos;

VII – fomentar a captação e promoção de investimentos no âmbito dos estados, regiões e municípios turísticos, capacitando os gestores para estas finalidades;

VIII – identificar as necessidades de infraestrutura dos estados, regiões e municípios e articular sua priorização com áreas setoriais;

IX – apoiar a promoção e comercialização dos produtos turísticos;

X – transferir conhecimento técnico visando à eficiência e eficácia da gestão pública de turismo no País;

XI – definir critérios, parâmetros e métodos capazes de estimular e disseminar as melhores práticas e iniciativas em turismo no País; e

XII – estabelecer critérios para a ampliação do uso de editais de seleção pública, na escolha de projetos para a destinação de recursos públicos do orçamento.";#N/A;Programa com ação orçamentária associada
Programa de Requalificação das Unidades Básicas de Saúde (Requalifica UBS);Programa governamental;2013;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Pessoas afetadas por doen�as;Sistema de Saúde;Sem especificação;Não se aplica;Não se aplica;Portaria;341/2013;14 de setembro de 2011;Não encontrado;Art. 2º O Programa de Requalificação de UBS tem como objetivo prover infraestrutura adequada às Equipes de Atenção Básica para desempenho de suas ações por meio do financiamento das UBS implantadas em território nacional.;"http://189.28.128.100/dab/docs/portaldab/documentos/requalifica_ubs_forum.pdf; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2011/prt2206_14_09_2011.html; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2011/prt2394_11_10_2011.html; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2013/prt0339_04_03_2013.html; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2013/prt0340_04_03_2013.html; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2013/prt0341_04_03_2013.html";Ação 8577 (até 2017) e ação 219A - PO 0001 (2018 em diante)
Programa de Treinamento em Epidemiologia Aplicada aos Serviços do Sistema Único de Saúde (EpiSUS);Programa governamental;2018;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Popula��o em situa��o de vulnerabilidade social;Administração pública e servidores públicos;Setor Habitacional;Não se aplica;Não se aplica;Portaria;1430/2018;11 de junho de 2018;Não encontrado;"Art. 335-B. O Programa EpiSUS tem como objetivo geral aprimorar a capacidade técnica de profissionais de nível superior, por meio de treinamento em serviço para atuar frente às investigações epidemiológicas, tais como surtos e emergências em saúde pública no âmbito dos serviços do Sistema Único de Saúde. Art. 335-C. São objetivos específicos do Programa EpiSUS: I - capacitar profissionais de nível superior em epidemiologia de campo e vigilância em saúde; II - desenvolver capacidade técnica-científica para colaborar na resolução de problemas de saúde pública; III - colaborar na resposta às emergências em saúde pública, principalmente em investigações de surtos; IV - contribuir para a difusão do conhecimento técnico-científico, por meio da comunicação científica escrita e oral, da divulgação de resultados de investigações de surtos e de outros estudos desenvolvidos durante o treinamento; V - colaborar no planejamento e condução de investigações epidemiológicas de surtos/epidemias e outros eventos de saúde pública, incluindo a coleta, a análise, a descrição e a interpretação de dados para orientar a rápida tomada de decisão; VI - direcionar as ações de prevenção e controle de eventos de importância em saúde pública; VII - colaborar e conduzir avaliações de sistemas de vigilância em saúde ou programas específicos de saúde pública e análise de dados gerados pelos sistemas de informação; VIII - conduzir pesquisas direcionadas às necessidades das áreas de vigilância em saúde, desenvolvendo estudos de caráter técnico-científico; e IX - colaborar no planejamento e execução de estudos epidemiológicos, incluindo a coleta, a análise, a descrição e a interpretação de dados para orientar a tomada de decisão, de forma rápida.";https://bvsms.saude.gov.br/bvs/saudelegis/gm/2018/prt1430_12_06_2018.html;#N/A
